,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
387,swift current,50.28,-107.8,41.0,72,75,21.92,CA,1603822079
388,senneterre,48.38,-77.23,28.4,58,75,11.41,CA,1603822080
389,antalaha,-14.9,50.28,71.89,85,1,3.47,MG,1603822081
390,karpathos,35.51,27.21,69.8,64,20,10.29,GR,1603822082
391,deputatskiy,69.3,139.9,3.43,95,100,2.84,RU,1603822084
392,mizque,-17.94,-65.34,81.32,36,4,9.4,BO,1603822025
393,sobolivka,49.34,28.65,55.4,93,40,4.47,UA,1603822086
394,zhob,31.34,69.45,56.03,31,0,0.83,PK,1603822087
395,hamilton,39.18,-84.53,52.0,76,90,3.36,US,1603821948
396,bella union,-30.28,-57.6,72.59,40,0,3.56,UY,1603822090
397,portobelo,9.55,-79.65,87.8,74,75,4.7,PA,1603822091
398,tukrah,32.53,20.58,74.59,57,12,7.2,LY,1603822093
399,coquimbo,-29.95,-71.34,60.8,63,40,10.29,CL,1603822027
400,tilichiki,60.47,166.1,25.56,94,100,9.37,RU,1603822095
401,murray bridge,-35.12,139.27,46.0,98,30,1.9,AU,1603822096
402,labuhan,-6.88,112.21,78.69,84,100,7.65,ID,1603822097
403,quelimane,-17.88,36.89,75.38,86,0,6.93,MZ,1603822098
404,kendari,-3.94,122.5,76.21,83,98,0.69,ID,1603822099
405,maarianhamina,60.1,19.93,48.2,93,0,11.41,AX,1603822101
406,didi lilo,41.74,44.96,59.0,77,0,2.24,GE,1603822102
407,iwanai,42.97,140.51,43.57,74,100,4.12,JP,1603822103
408,ranong,9.97,98.63,78.85,83,82,6.71,TH,1603822104
409,khartoum,15.55,32.53,95.0,16,0,5.82,SD,1603822105
410,ribeira brava,32.65,-17.07,68.0,68,75,8.05,PT,1603822106
411,kingston,18.0,-76.79,86.0,74,20,5.82,JM,1603821907
412,ngaoundere,7.32,13.58,67.05,59,47,3.65,CM,1603822108
413,egvekinot,66.32,-179.17,17.78,92,73,5.86,RU,1603822110
414,paita,-5.09,-81.11,73.4,69,0,19.46,PE,1603822112
415,santa maria,-29.68,-53.81,71.6,60,75,8.05,BR,1603822113
416,sungaipenuh,-2.08,101.38,63.63,86,95,1.57,ID,1603822029
417,annau,37.89,58.52,57.2,54,41,4.7,TM,1603822115
418,rio grande,-32.03,-52.1,60.01,99,100,5.99,BR,1603821902
419,rawson,-43.3,-65.1,65.77,26,68,17.87,AR,1603822117
420,mercedes,-34.65,-59.43,75.0,39,0,7.0,AR,1603822119
421,cockburn town,21.46,-71.14,86.0,66,40,13.87,TC,1603821965
422,panjab,34.39,67.02,34.07,69,0,3.06,AF,1603822121
423,dauphin,51.15,-100.05,32.0,87,90,13.87,CA,1603822122
424,grand baie,-20.02,57.58,72.0,76,16,3.0,MU,1603822128
425,pisco,-13.7,-76.22,69.8,68,0,9.17,PE,1603822129
426,kualakapuas,-3.01,114.39,75.2,100,40,8.05,ID,1603822130
427,laguna,38.42,-121.42,64.0,33,1,1.9,US,1603822131
428,quepos,9.42,-84.17,78.8,73,75,8.05,CR,1603822025
429,bilma,18.69,12.92,74.95,19,0,3.0,NE,1603822134
430,altamira,-3.2,-52.21,91.4,55,40,3.36,BR,1603822135
431,usinsk,65.99,57.53,25.77,98,100,18.92,RU,1603822137
432,banyuwangi,-8.23,114.36,75.16,87,100,2.86,ID,1603822138
433,zhigansk,66.77,123.37,-5.82,92,85,2.37,RU,1603822139
434,komsomolskiy,40.43,71.72,51.8,50,98,6.93,UZ,1603821879
435,davila,18.47,120.58,80.83,79,83,4.68,PH,1603822141
436,pavlovka,52.69,47.14,31.75,90,34,3.47,RU,1603822142
437,esil,51.96,66.4,29.3,97,100,23.0,KZ,1603822144
438,lasa,46.62,10.7,42.01,80,40,3.36,IT,1603822145
439,lashio,22.93,97.75,64.8,95,12,1.63,MM,1603822146
440,kavieng,-2.57,150.8,82.17,71,62,3.31,PG,1603822147
441,comodoro rivadavia,-45.87,-67.5,64.4,20,40,25.28,AR,1603822148
442,ariquemes,-9.91,-63.04,99.18,32,87,4.09,BR,1603822139
443,san quintin,30.48,-115.95,68.58,23,0,1.79,MX,1603822150
444,san juan de los lagos,21.25,-102.3,71.6,49,20,2.24,MX,1603822152
445,shingu,33.73,135.98,54.54,67,3,5.73,JP,1603822153
446,mandera,3.94,41.87,83.14,62,90,8.61,KE,1603822155
447,lavos,40.09,-8.83,63.0,77,75,5.82,PT,1603822156
448,surok,56.45,48.12,32.0,92,0,8.95,RU,1603822157
449,saint anthony,45.02,-93.22,30.99,50,1,12.75,US,1603821994
450,makakilo city,21.35,-158.09,75.2,88,1,3.36,US,1603822088
451,boddam,57.47,-1.78,50.0,87,75,11.41,GB,1603822163
452,takoradi,4.88,-1.76,78.98,86,98,9.69,GH,1603822164
453,katobu,-4.94,122.53,74.75,86,95,2.93,ID,1603822132
454,ibotirama,-12.19,-43.22,85.95,55,97,9.22,BR,1603822167
455,asau,46.43,26.4,51.01,98,0,0.96,RO,1603822168
456,kota belud,6.35,116.43,75.2,83,20,6.93,MY,1603822170
457,kaoma,-14.78,24.8,76.95,34,78,1.41,ZM,1603821944
458,fomboni,-12.28,43.74,79.29,72,0,5.57,KM,1603821993
459,placido de castro,-10.34,-67.19,87.44,58,99,4.38,BR,1603822174
460,college,64.86,-147.8,26.6,92,90,3.27,US,1603822175
461,beloha,-25.17,45.05,71.11,81,0,15.39,MG,1603822176
462,dzhebariki-khaya,62.22,135.8,15.42,96,100,1.45,RU,1603822177
463,changzhou,31.78,119.97,64.0,82,80,6.69,CN,1603822179
464,monte alegre,-2.01,-54.07,96.22,38,45,4.05,BR,1603822180
465,kearney,40.7,-99.08,30.2,54,1,13.87,US,1603822181
466,ponta delgada,37.73,-25.67,66.2,63,75,11.41,PT,1603822182
467,yeppoon,-23.13,150.73,68.0,94,60,4.7,AU,1603822027
468,goderich,43.75,-81.72,44.01,83,100,14.67,CA,1603822184
469,oktyabrskoye,43.06,44.74,51.8,93,0,8.95,RU,1603822185
470,merauke,-8.47,140.33,78.4,87,100,8.55,ID,1603822186
471,chifeng,42.27,118.96,36.93,60,0,6.76,CN,1603822188
472,kuching,1.55,110.33,75.2,100,40,2.48,MY,1603822189
473,kantunilkin,21.09,-87.45,84.2,74,90,4.7,MX,1603822191
474,srednekolymsk,67.45,153.68,14.32,89,94,4.88,RU,1603822192
475,pierre,44.37,-100.35,19.4,62,1,13.87,US,1603822193
476,innisfail,-17.53,146.03,73.67,84,97,2.55,AU,1603822196
477,pinheiro machado,-31.58,-53.38,64.96,72,92,14.74,BR,1603822112
478,nalut,30.33,10.85,66.54,31,0,11.07,LY,1603821939
479,borovskoy,53.8,64.15,24.78,96,100,19.55,KZ,1603822200
480,orshanka,56.92,47.89,32.45,92,100,7.74,RU,1603822201
481,qandala,11.47,49.87,76.66,45,56,3.24,SO,1603822203
482,mirador,-6.37,-44.36,91.78,48,97,2.01,BR,1603822204
483,paamiut,61.99,-49.67,28.9,87,3,18.23,GL,1603822108
484,cayenne,4.93,-52.33,89.6,62,0,10.29,GF,1603821970
485,kiama,-34.68,150.87,55.99,95,60,1.99,AU,1603822207
486,kirakira,-10.45,161.92,79.25,83,86,8.34,SB,1603821917
487,sorong,-0.88,131.25,79.72,83,84,6.4,ID,1603822120
488,rongai,-0.17,35.86,62.98,78,97,2.51,KE,1603822148
489,tessaoua,13.76,7.99,87.22,16,0,3.6,NE,1603822212
490,moosomin,50.13,-101.67,35.17,96,100,16.73,CA,1603822213
491,solnechnyy,50.72,136.63,30.79,94,91,1.5,RU,1603822214
492,siocon,7.71,122.14,78.1,79,100,5.48,PH,1603822215
493,vao,-22.67,167.48,72.39,82,77,19.55,NC,1603822216
494,piacabucu,-10.41,-36.43,81.0,74,97,16.28,BR,1603821958
495,vega de alatorre,20.03,-96.63,83.82,63,98,10.07,MX,1603822219
496,faya,18.39,42.45,68.0,16,0,6.93,SA,1603822220
497,meulaboh,4.14,96.13,76.82,86,82,3.18,ID,1603822083
498,emerald,-23.53,148.17,64.4,93,40,7.58,AU,1603822224
499,saint-ambroise,48.55,-71.33,30.99,73,90,10.29,CA,1603822225
500,hebi,35.9,114.19,54.1,72,100,2.13,CN,1603822227
501,idrinskoye,54.37,92.14,35.31,85,88,3.87,RU,1603822228
502,coruripe,-10.13,-36.18,81.28,72,61,19.84,BR,1603822229
503,san vicente,-26.62,-54.13,78.75,35,41,3.62,AR,1603822231
504,redlands,34.06,-117.18,72.0,7,0,1.01,US,1603822091
505,selma,36.57,-119.61,62.01,38,1,1.99,US,1603822233
506,champaign,40.13,-88.2,43.0,87,90,6.6,US,1603822073
507,mount isa,-20.73,139.5,68.0,16,0,16.11,AU,1603822236
508,santa lucia,27.91,-15.54,73.0,68,40,21.92,ES,1603822237
509,srivardhan,18.03,73.02,80.02,79,16,2.62,IN,1603822239
510,bayir,37.27,28.22,66.2,67,0,4.7,TR,1603822240
511,lufilufi,-13.87,-171.6,77.0,94,20,4.7,WS,1603822241
512,muroto,33.28,134.15,66.24,69,22,5.39,JP,1603822243
513,san ignacio,17.16,-89.07,91.99,66,0,3.36,BZ,1603822244
514,grand gaube,-20.01,57.66,72.0,76,9,1.99,MU,1603822245
515,ambon,-3.7,128.18,81.0,92,63,3.62,ID,1603822246
516,havre-saint-pierre,50.23,-63.6,35.6,81,90,8.05,CA,1603822248
517,yatou,37.15,122.38,55.02,51,100,10.94,CN,1603822249
518,tiarei,-17.53,-149.33,80.6,78,75,13.87,PF,1603822251
519,mugan,35.94,101.38,30.33,91,25,1.1,CN,1603822252
520,grindavik,63.84,-22.43,41.0,56,0,25.28,IS,1603822254
521,jaicos,-7.36,-41.14,89.65,45,99,8.97,BR,1603822256
522,kalemie,-5.95,29.19,74.75,69,96,1.92,CD,1603822257
523,almaznyy,48.04,40.05,51.8,50,0,22.37,RU,1603822259
524,ramhormoz,31.28,49.6,68.0,20,0,6.93,IR,1603822260
525,kapoeta,4.77,33.59,82.47,51,70,6.26,SS,1603822262
526,norfolk,42.17,-71.25,55.4,50,90,6.93,US,1603822064
527,andenes,69.31,16.12,39.2,86,0,5.82,NO,1603822264
528,aguas vermelhas,-15.75,-41.46,80.26,70,85,4.32,BR,1603822266
529,zhaotong,27.32,103.72,47.35,89,100,6.44,CN,1603822267
530,okhotsk,59.38,143.3,28.31,82,1,8.99,RU,1603822120
531,bowling green,36.99,-86.44,60.01,87,90,3.36,US,1603822269
532,rio gallegos,-51.62,-69.22,53.6,27,40,19.46,AR,1603822271
533,ostersund,63.18,14.64,42.8,81,0,12.75,SE,1603822272
534,jacareacanga,-6.22,-57.75,91.4,63,75,4.7,BR,1603822103
535,turiacu,-1.66,-45.37,88.23,52,95,9.31,BR,1603822274
536,dzaoudzi,-12.79,45.27,78.8,74,0,5.82,YT,1603822276
537,korhogo,9.45,-5.63,82.0,50,37,3.85,CI,1603822277
538,thanh hoa,19.8,105.77,72.68,87,100,5.19,VN,1603822278
539,rocha,-34.48,-54.33,64.26,71,88,13.24,UY,1603821986
540,kikwit,-5.04,18.82,74.75,90,87,2.17,CD,1603822280
541,kitui,-1.37,38.01,69.42,74,50,9.33,KE,1603822281
542,yokadouma,3.52,15.05,71.35,95,99,1.45,CM,1603822282
543,roebourne,-20.78,117.13,66.74,91,32,3.09,AU,1603822284
544,samfya,-11.36,29.56,80.02,37,65,3.96,ZM,1603822285
